id,age,gender,hhold,htype,wp,urban,reindex,GEOID_cty,if_employed,household_id,family_size,tractid,countyid,personal_income,education,occupation,health_insurance,FINCP,HHT,num_children,_temp_grid,new_workplace,new_school,new_daycare
36013035600i1900,21.0,f,36013035600h1311,9.0,36029013400w158,True,2084122,36013,1,18400,2,35600,13,0.0,1.0,1.0,1.0,800.0,9.0,1,1,wp_237_1,,
36013035600i1928,70.0,m,36013035600h147,0.0,36013035600h147,True,2084152,36013,0,18575,2,35600,13,24000.0,16.0,1.0,1.0,59500.0,0.0,0,1,,,
36013035600i1941,9.0,m,36013035600h897,6.0,36013035700s2,True,2084165,36013,0,19444,5,35600,13,27800.0,19.0,7.0,1.0,132800.0,6.0,4,1,,"sc_7_('elementary',)",
36013035600i1942,36.0,f,36013035600h458,1.0,36013035600h458,True,2084166,36013,0,18957,6,35600,13,33000.0,18.0,1.0,1.0,152500.0,1.0,4,1,wp_15_1,,
36013035600i1948,74.0,f,36013035600h645,3.0,36029017200w98,True,2084172,36013,1,19165,4,35600,13,67200.0,22.0,3.0,1.0,72700.0,3.0,2,1,,,
36013035600i1970,24.0,m,36013035600h1351,10.0,36013035800w13,True,2084194,36013,1,18444,2,35600,13,1700.0,20.0,1.0,1.0,3000.0,10.0,0,1,wp_10_1,,
36013035600i1982,26.0,f,36013035600h1011,7.0,36013035800w5,True,2084207,36013,1,18067,1,35600,13,81000.0,21.0,2.0,1.0,81000.0,7.0,0,1,wp_66_1,,
36013035600i2006,55.0,m,36013035600h660,4.0,36029007902w98,True,2084234,36013,1,19182,1,35600,13,38900.0,21.0,1.0,1.0,38900.0,4.0,0,1,wp_14_1,,
36013035600i2008,58.0,m,36013035600h269,0.0,36013035600h269,True,2084236,36013,0,18747,2,35600,13,32400.0,23.0,7.0,1.0,60500.0,0.0,0,1,wp_105_1,,
36013035600i2015,20.0,m,36013035600h904,6.0,36013035600w6,True,2084243,36013,1,19453,2,35600,13,380.0,13.0,1.0,1.0,9380.0,6.0,0,1,wp_41_1,,
36013035600i2028,4.0,m,36013035600h601,3.0,36013035700d0,False,2084257,36013,0,19117,6,35600,13,16500.0,19.0,6.0,1.0,139900.0,3.0,3,1,,,dc_17_1
36013035600i2042,65.0,f,36013035600h1363,10.0,36013035600w20,True,2084273,36013,1,18457,2,35600,13,53000.0,20.0,8.0,1.0,113400.0,10.0,0,1,wp_150_1,,
36013035600i2049,56.0,m,36013035600h108,0.0,36029015402w128,True,2084278,36013,1,18142,2,35600,13,82000.0,21.0,4.0,1.0,104000.0,0.0,0,1,wp_100_1,,
36013035600i2065,87.0,m,36013035600h905,6.0,36013035600h905,True,2084295,36013,0,19454,3,35600,13,19500.0,13.0,6.0,1.0,46700.0,6.0,2,1,,,
36013035600i2068,73.0,m,36013035600h149,0.0,36029016400w748,True,2084297,36013,1,18597,2,35600,13,30100.0,16.0,3.0,1.0,49300.0,0.0,0,1,,,
36013035600i2095,7.0,m,36013035600h476,1.0,36013035600s2,True,2084323,36013,0,18977,7,35600,13,88000.0,18.0,1.0,1.0,424160.0,1.0,5,1,,"sc_1_('elementary',)",
36013035600i2117,20.0,m,36013035600h353,1.0,36013035600w20,True,2084345,36013,1,18841,3,35600,13,0.0,18.0,1.0,1.0,28000.0,1.0,1,1,wp_138_1,,
36013035600i2134,17.0,f,36013035600h645,3.0,36013035600s1,True,2084361,36013,0,19165,4,35600,13,3500.0,15.0,1.0,1.0,72700.0,3.0,2,1,,"sc_14_('high',)",
36013035600i2167,34.0,m,36013035600h807,4.0,36029017000w86,True,2084389,36013,1,19345,1,35600,13,28000.0,21.0,1.0,1.0,28000.0,4.0,0,1,wp_69_1,,
36013035600i2170,86.0,f,36013035600h556,2.0,36013036000w16,True,2084393,36013,1,19066,2,35600,13,51800.0,20.0,2.0,1.0,83600.0,2.0,0,1,,,
36013035600i2193,64.0,f,36013035600h108,0.0,36013035600h108,True,2084416,36013,0,18142,2,35600,13,22000.0,14.0,1.0,2.0,104000.0,0.0,0,1,wp_134_1,,
36013035600i2194,25.0,m,36013035600h588,3.0,36013035600h588,True,2084417,36013,0,19101,6,35600,13,5400.0,15.0,1.0,2.0,123550.0,3.0,4,1,wp_23_1,,
36013035600i2205,13.0,f,36013035600h646,3.0,36013035600s0,True,2084426,36013,0,19166,4,35600,13,12000.0,16.0,1.0,1.0,67500.0,3.0,2,1,,"sc_10_('middle',)",
36013035600i2209,21.0,m,36013035600h1351,10.0,36119009300w1626,True,2084429,36013,1,18444,2,35600,13,1300.0,14.0,1.0,1.0,3000.0,10.0,0,1,wp_105_1,,
36013035600i2213,73.0,m,36013035600h1483,10.0,36013035600h1483,True,2084434,36013,0,18590,2,35600,13,45900.0,16.0,1.0,1.0,76500.0,10.0,0,1,,,
36013035600i2216,14.0,m,36013035600h604,3.0,36013035600s0,True,2084436,36013,0,19120,3,35600,13,1500.0,14.0,3.0,1.0,28600.0,3.0,1,1,,"sc_8_('middle',)",
36013035600i2217,71.0,m,36013035600h341,1.0,36013035600h341,True,2084437,36013,0,18828,6,35600,13,78100.0,16.0,1.0,1.0,209450.0,1.0,4,1,,,
36013035600i2237,84.0,m,36013035600h883,5.0,36029004902w44,True,2084455,36013,1,19429,1,35600,13,12000.0,18.0,6.0,1.0,12000.0,5.0,0,1,,,
36013035600i2243,40.0,f,36013035600h502,2.0,36055013101w629,True,2084462,36013,1,19007,3,35600,13,68000.0,22.0,2.0,1.0,126000.0,2.0,0,1,wp_123_1,,
36013035600i2249,8.0,m,36013035600h596,3.0,36013035600s2,True,2084467,36013,0,19110,4,35600,13,75000.0,20.0,2.0,1.0,137400.0,3.0,2,1,,"sc_4_('elementary',)",
36013035600i2259,14.0,m,36013035600h1310,9.0,36013035600s0,True,2084475,36013,0,18399,3,35600,13,3000.0,16.0,1.0,2.0,94100.0,9.0,2,1,,"sc_11_('middle',)",
36013035600i2266,76.0,f,36013035600h186,0.0,36013035600h186,True,2084483,36013,0,18655,3,35600,13,61000.0,16.0,3.0,1.0,176000.0,0.0,0,1,,,
36013035600i2283,60.0,m,36013035600h253,0.0,36013035600h253,True,2084500,36013,0,18730,2,35600,13,130090.0,21.0,1.0,1.0,153890.0,0.0,0,1,wp_145_1,,
36013035600i2308,24.0,m,36013035600h155,0.0,36013035400w5,True,2084526,36013,1,18621,2,35600,13,0.0,16.0,9.0,1.0,3000.0,0.0,0,1,wp_16_1,,
36013035600i2314,66.0,m,36013035600h94,0.0,36013035400w5,True,2084533,36013,1,19492,2,35600,13,29200.0,20.0,1.0,1.0,81200.0,0.0,0,1,,,
36013035600i2341,36.0,f,36013035600h331,0.0,36013036402w4,True,2084560,36013,1,18817,3,35600,13,24000.0,15.0,1.0,1.0,63000.0,0.0,0,1,wp_25_1,,
36013035600i2342,57.0,f,36013035600h325,0.0,36013035600w14,True,2084561,36013,1,18810,3,35600,13,25000.0,16.0,1.0,1.0,205000.0,0.0,0,1,wp_30_1,,
36013035600i2348,66.0,f,36013035600h1454,10.0,36013035600h1454,True,2084566,36013,0,18558,3,35600,13,40000.0,18.0,1.0,1.0,277900.0,10.0,0,1,,,
36013035600i2354,10.0,f,36013035600h897,6.0,36013035700s2,True,2084572,36013,0,19444,5,35600,13,33000.0,19.0,4.0,1.0,132800.0,6.0,4,1,,"sc_1_('elementary',)",
36013035600i2357,1.0,f,36013035600h1311,9.0,36013035700d0,True,2084575,36013,0,18400,2,35600,13,800.0,12.0,3.0,1.0,800.0,9.0,1,1,,,dc_30_1
36013035600i2359,8.0,f,36013035600h345,1.0,36013035700s2,True,2084577,36013,0,18832,6,35600,13,30000.0,20.0,1.0,2.0,196000.0,1.0,3,1,,"sc_0_('elementary',)",
36013035600i2363,24.0,f,36013035600h465,1.0,36013035600h465,True,2084582,36013,0,18965,3,35600,13,35000.0,18.0,1.0,1.0,63000.0,1.0,1,1,wp_120_1,,
36013035600i2364,38.0,m,36013035600h219,0.0,36013035600h219,True,2084583,36013,0,18692,2,35600,13,45000.0,17.0,1.0,1.0,135000.0,0.0,0,1,wp_158_1,,
36013035600i2373,29.0,f,36013035600h20,0.0,36013030300w21,True,2084593,36013,1,18671,2,35600,13,36000.0,17.0,2.0,1.0,105000.0,0.0,0,1,wp_127_1,,
36013035600i2376,13.0,f,36013035600h1228,9.0,36013035600s0,True,2084596,36013,0,18307,4,35600,13,3000.0,16.0,1.0,1.0,40750.0,9.0,3,1,,"sc_11_('middle',)",
36013035600i2378,50.0,m,36013035600h1333,10.0,36013035600h1333,True,2084598,36013,0,18424,3,35600,13,120000.0,16.0,3.0,1.0,210000.0,10.0,0,1,wp_197_1,,
36013035600i2386,2.0,m,36013035600h476,1.0,36013035700d0,True,2084606,36013,0,18977,7,35600,13,58500.0,22.0,2.0,1.0,424160.0,1.0,5,1,,,dc_5_1
36013035600i2392,70.0,f,36013035600h149,0.0,36013036100w6,True,2084613,36013,1,18597,2,35600,13,19200.0,16.0,1.0,1.0,49300.0,0.0,0,1,,,
36013035600i2403,80.0,m,36013035600h1434,10.0,36013035600h1434,True,2084623,36013,0,18536,6,35600,13,46300.0,21.0,6.0,1.0,254580.0,10.0,0,1,,,
36013035600i2418,59.0,f,36013035600h128,0.0,36013035600w10,True,2084637,36013,1,18364,2,35600,13,100000.0,23.0,3.0,1.0,142000.0,0.0,0,1,wp_88_1,,
36013035600i2431,19.0,m,36013035600h904,6.0,36119014805w143,True,2084651,36013,1,19453,2,35600,13,9000.0,16.0,1.0,1.0,9380.0,6.0,0,1,wp_215_1,,
36013035600i2437,6.0,m,36013035600h459,1.0,36013035700s2,True,2084657,36013,0,18958,4,35600,13,90000.0,21.0,1.0,1.0,182000.0,1.0,2,1,,"sc_7_('elementary',)",
36013035600i2460,36.0,f,36013035600h459,1.0,36029009110w990,True,2084683,36013,1,18958,4,35600,13,0.0,19.0,2.0,1.0,182000.0,1.0,2,1,wp_158_1,,
36013035600i2465,28.0,f,36013035600h646,3.0,36013035600h646,True,2084687,36013,0,19166,4,35600,13,400.0,1.0,1.0,1.0,67500.0,3.0,2,1,wp_227_1,,
36013035600i2474,36.0,f,36013035600h457,1.0,36013037100w10,True,2084697,36013,1,18956,3,35600,13,7750.0,18.0,1.0,1.0,145750.0,1.0,1,1,wp_238_1,,
36013035600i2483,0.0,m,36013035600h1285,9.0,36013035700d0,True,2084707,36013,0,18370,2,35600,13,45000.0,20.0,4.0,1.0,77000.0,9.0,1,1,,,dc_13_1
36013035600i2485,13.0,f,36013035600h1228,9.0,36013035600s0,True,2084709,36013,0,18307,4,35600,13,750.0,16.0,3.0,1.0,40750.0,9.0,3,1,,"sc_10_('middle',)",
36013035600i2494,68.0,m,36013035600h1470,10.0,36013036402w14,True,2084719,36013,1,18576,2,35600,13,26000.0,18.0,1.0,1.0,85000.0,10.0,0,1,,,
36013035600i2501,79.0,f,36013035600h1434,10.0,36013036300w11,True,2084727,36013,1,18536,6,35600,13,21500.0,16.0,1.0,1.0,254580.0,10.0,0,1,,,
36013035600i2505,28.0,m,36013035600h113,0.0,36029009110w953,False,2084731,36013,1,18198,2,35600,13,40000.0,13.0,1.0,1.0,42000.0,0.0,0,1,wp_13_1,,
36013035600i2522,7.0,f,36013035600h1230,9.0,36013035600s2,True,2084749,36013,0,18310,3,35600,13,31000.0,20.0,1.0,1.0,53430.0,9.0,2,1,,"sc_0_('elementary',)",
36013035600i2535,26.0,f,36013035600h425,1.0,36013035600h425,True,2084762,36013,0,18921,5,35600,13,11700.0,18.0,1.0,1.0,72100.0,1.0,3,1,wp_116_1,,
36013035600i2540,56.0,m,36013035600h1327,10.0,36029006801w468,True,2084768,36013,1,18417,4,35600,13,47000.0,1.0,4.0,1.0,176750.0,10.0,0,1,wp_108_1,,
36013035600i2544,76.0,m,36013035600h610,3.0,36013035600h610,True,2084772,36013,0,19127,3,35600,13,36000.0,20.0,1.0,1.0,127500.0,3.0,1,1,,,
36013035600i2565,14.0,m,36013035600h373,1.0,36013035600s0,True,2084793,36013,0,18863,3,35600,13,2900.0,13.0,1.0,1.0,80900.0,1.0,1,1,,"sc_9_('middle',)",
36013035600i2573,35.0,f,36013035600h1369,10.0,36013035600h1369,True,2084801,36013,0,18463,3,35600,13,33000.0,19.0,1.0,1.0,123000.0,10.0,0,1,wp_146_1,,
36013035600i2588,9.0,f,36013035600h345,1.0,36013035700s2,True,2084815,36013,0,18832,6,35600,13,89000.0,21.0,1.0,1.0,196000.0,1.0,3,1,,"sc_7_('elementary',)",
36013035600i2619,67.0,m,36013035600h1448,10.0,36013035600h1448,True,2084844,36013,0,18551,3,35600,13,75300.0,19.0,1.0,1.0,148800.0,10.0,0,1,,,
36013035600i2641,49.0,m,36013035600h51,0.0,36013035700w10,True,2084867,36013,1,19015,2,35600,13,63000.0,17.0,3.0,1.0,76800.0,0.0,0,1,wp_204_1,,
36013035600i2668,31.0,f,36013035600h193,0.0,36013036402w13,True,2084892,36013,1,18663,2,35600,13,115100.0,22.0,4.0,1.0,127100.0,0.0,0,1,wp_67_1,,
36013035600i2673,13.0,m,36013035600h596,3.0,36013035600s0,True,2084898,36013,0,19110,4,35600,13,1800.0,13.0,1.0,1.0,137400.0,3.0,2,1,,"sc_9_('middle',)",
36013035600i2675,24.0,f,36013035600h113,0.0,36013036000w19,False,2084900,36013,1,18198,2,35600,13,2000.0,18.0,2.0,1.0,42000.0,0.0,0,1,wp_167_1,,
36013035600i2684,68.0,f,36013035600h201,0.0,36121970202w7,True,2084910,36013,1,18673,2,35600,13,33200.0,16.0,1.0,1.0,74800.0,0.0,0,1,,,
36013035600i2685,19.0,f,36013035600h1285,9.0,36013035600h1285,True,2084911,36013,0,18370,2,35600,13,32000.0,20.0,1.0,1.0,77000.0,9.0,1,1,wp_180_1,,
36013035600i2708,57.0,f,36013035600h1448,10.0,36013035600h1448,True,2084936,36013,0,18551,3,35600,13,28500.0,16.0,1.0,1.0,148800.0,10.0,0,1,wp_209_1,,
36013035600i2724,17.0,m,36013035600h1248,9.0,36013035600s1,True,2084953,36013,0,18329,4,35600,13,17600.0,19.0,7.0,1.0,100900.0,9.0,3,1,,"sc_16_('high',)",
36013035600i2730,40.0,m,36013035600h139,0.0,36013035400w2,True,2084959,36013,1,18486,2,35600,13,66000.0,16.0,1.0,1.0,94000.0,0.0,0,1,wp_43_1,,
36013035600i2733,88.0,f,36013035600h148,0.0,36013035600h148,True,2084961,36013,0,18586,2,35600,13,23800.0,16.0,8.0,1.0,53500.0,0.0,0,1,,,
36013035600i2743,41.0,m,36013035600h1327,10.0,36063022602w73,True,2084972,36013,1,18417,4,35600,13,9000.0,16.0,1.0,1.0,176750.0,10.0,0,1,wp_39_1,,
36013035600i2757,60.0,m,36013035600h604,3.0,36013035600h604,True,2084985,36013,0,19120,3,35600,13,10100.0,17.0,4.0,1.0,28600.0,3.0,1,1,wp_95_1,,
36013035600i2760,74.0,f,36013035600h1177,8.0,36013035700w13,False,2084988,36013,1,18250,1,35600,13,57200.0,22.0,2.0,1.0,57200.0,8.0,0,1,,,
36013035600i2784,15.0,f,36013035600h1228,9.0,36013035600s1,True,2085013,36013,0,18307,4,35600,13,7000.0,19.0,1.0,1.0,40750.0,9.0,3,1,,"sc_16_('high',)",
36013035600i2789,18.0,m,36013035600h1333,10.0,36013035600h1333,True,2085018,36013,0,18424,3,35600,13,15000.0,16.0,1.0,1.0,210000.0,10.0,0,1,wp_178_1,"sc_16_('high',)",
36013035600i2843,87.0,m,36013035600h1434,10.0,36013035600h1434,True,2085072,36013,0,18536,6,35600,13,77000.0,24.0,4.0,1.0,254580.0,10.0,0,1,,,
36013035600i2854,0.0,f,36013035600h458,1.0,36013035700d0,True,2085082,36013,0,18957,6,35600,13,44000.0,21.0,1.0,1.0,152500.0,1.0,4,1,,,dc_3_1
36013035600i2890,33.0,m,36013035600h708,4.0,36013037200w16,True,2085118,36013,1,19235,1,35600,13,40000.0,14.0,1.0,1.0,40000.0,4.0,0,1,wp_130_1,,
36013035600i2894,68.0,f,36013035600h341,1.0,36013036500w0,True,2085121,36013,1,18828,6,35600,13,34900.0,22.0,2.0,1.0,209450.0,1.0,4,1,,,
36013035600i2896,31.0,f,36013035600h166,0.0,36013035600h166,True,2085122,36013,0,18633,2,35600,13,10000.0,16.0,2.0,1.0,85000.0,0.0,0,1,wp_132_1,,
36013035600i2917,4.0,m,36013035600h402,1.0,36013035700d0,True,2085145,36013,0,18896,4,35600,13,56000.0,22.0,3.0,1.0,104800.0,1.0,2,1,,,dc_12_1
36013035600i2923,6.0,m,36013035600h341,1.0,36013035700s0,True,2085152,36013,0,18828,6,35600,13,30000.0,20.0,1.0,1.0,209450.0,1.0,4,1,,"sc_1_('elementary',)",
36013035600i2950,57.0,f,36013035600h1336,10.0,36013035600h1336,True,2085181,36013,0,18427,3,35600,13,12000.0,16.0,1.0,1.0,136000.0,10.0,0,1,wp_211_1,,
36013035600i2953,18.0,f,36013035600h1301,9.0,36013035600h1301,True,2085184,36013,0,18389,3,35600,13,3500.0,15.0,1.0,1.0,8800.0,9.0,2,1,wp_56_1,"sc_15_('high',)",
36013035600i2958,15.0,m,36013035600h476,1.0,36013035600s1,True,2085188,36013,0,18977,7,35600,13,6500.0,11.0,8.0,2.0,424160.0,1.0,5,1,,"sc_16_('high',)",
36013035600i2967,85.0,m,36013035600h131,0.0,36013035600h131,True,2085197,36013,0,18398,2,35600,13,30100.0,8.0,3.0,1.0,81900.0,0.0,0,1,,,
36013035600i2974,43.0,f,36013035600h988,7.0,36013036000w15,True,2085204,36013,1,19545,1,35600,13,62000.0,22.0,2.0,1.0,62000.0,7.0,0,1,wp_3_1,,
36013035600i3000,29.0,m,36013035600h331,0.0,36013035600h331,True,2085231,36013,0,18817,3,35600,13,11000.0,17.0,1.0,1.0,63000.0,0.0,0,1,wp_103_1,,
36013035600i3004,26.0,m,36013035600h193,0.0,36013036300w11,True,2085235,36013,1,18663,2,35600,13,12000.0,21.0,1.0,2.0,127100.0,0.0,0,1,wp_93_1,,
36013035600i3028,58.0,f,36013035600h1060,7.0,36013035700w17,True,2085260,36013,1,18121,1,35600,13,80000.0,20.0,2.0,1.0,80000.0,7.0,0,1,wp_56_1,,
36013035600i3030,8.0,m,36013035600h1269,9.0,36013035600s2,True,2085263,36013,0,18352,4,35600,13,40000.0,16.0,2.0,1.0,64100.0,9.0,3,1,,"sc_6_('elementary',)",
36013035600i3040,36.0,m,36013035600h1427,10.0,36013036600w1,True,2085273,36013,1,18528,4,35600,13,8600.0,16.0,1.0,1.0,123600.0,10.0,0,1,wp_208_1,,
36013035600i3041,62.0,m,36013035600h1370,10.0,36013035901w7,True,2085274,36013,1,18465,2,35600,13,59500.0,20.0,1.0,1.0,97500.0,10.0,0,1,wp_101_1,,
36013035600i3050,60.0,m,36013035600h345,1.0,36013035600w18,True,2085283,36013,1,18832,6,35600,13,34000.0,23.0,1.0,1.0,196000.0,1.0,3,1,wp_21_1,,
36013035600i3061,74.0,f,36013035600h147,0.0,36013035600h147,True,2085295,36013,0,18575,2,35600,13,35500.0,17.0,2.0,1.0,59500.0,0.0,0,1,,,
36013035600i3064,16.0,f,36013035600h897,6.0,36013035600s1,True,2085297,36013,0,19444,5,35600,13,2000.0,13.0,1.0,1.0,132800.0,6.0,4,1,,"sc_15_('high',)",
36013035600i3088,64.0,f,36013035600h310,0.0,36013030500w29,True,2085320,36013,1,18794,2,35600,13,14000.0,21.0,1.0,2.0,42000.0,0.0,0,1,wp_175_1,,
36013035600i3096,68.0,f,36013035600h596,3.0,36013035800w12,True,2085329,36013,1,19110,4,35600,13,43600.0,14.0,1.0,1.0,137400.0,3.0,2,1,,,
36013035600i3098,30.0,m,36013035600h897,6.0,36013035700w16,True,2085331,36013,1,19444,5,35600,13,35000.0,20.0,1.0,1.0,132800.0,6.0,4,1,wp_186_1,,
36013035600i3104,0.0,m,36013035600h425,1.0,36013036000d0,True,2085339,36013,0,18921,5,35600,13,20000.0,20.0,2.0,1.0,72100.0,1.0,3,1,,,dc_25_1
36013035600i3111,27.0,m,36013035600h510,2.0,36013035600h510,False,2085346,36013,0,19016,3,35600,13,45000.0,19.0,1.0,1.0,100000.0,2.0,0,1,wp_61_1,,
36013035600i3119,73.0,m,36013035600h882,5.0,36013035600w20,True,2085354,36013,1,19428,1,35600,13,435000.0,21.0,6.0,1.0,435000.0,5.0,0,1,,,
36013035600i3123,55.0,f,36013035600h1002,7.0,36029010700w580,True,2085358,36013,1,18057,1,35600,13,60000.0,21.0,2.0,1.0,60000.0,7.0,0,1,wp_163_1,,
36013035600i3166,34.0,m,36013035600h457,1.0,36013035600h457,True,2085400,36013,0,18956,3,35600,13,82000.0,21.0,1.0,1.0,145750.0,1.0,1,1,wp_180_1,,
36013035600i3177,11.0,f,36013035600h1257,9.0,36013035700s0,True,2085410,36013,0,18339,4,35600,13,2000.0,13.0,1.0,1.0,68700.0,9.0,3,1,,"sc_4_('elementary',)",
36013035600i3218,63.0,f,36013035600h1434,10.0,36013035600h1434,True,2085453,36013,0,18536,6,35600,13,72000.0,15.0,1.0,2.0,254580.0,10.0,0,1,wp_12_1,,
36013035600i3234,60.0,f,36013035600h325,0.0,36013035600h325,True,2085468,36013,0,18810,3,35600,13,110000.0,21.0,1.0,1.0,205000.0,0.0,0,1,wp_120_1,,
36013035600i3242,88.0,f,36013035600h1095,8.0,36013036000w16,True,2085476,36013,1,18159,1,35600,13,14500.0,19.0,2.0,1.0,14500.0,8.0,0,1,,,
36013035600i3244,32.0,m,36013035600h87,0.0,36013035600h87,True,2085478,36013,0,19414,2,35600,13,6000.0,21.0,1.0,2.0,98000.0,0.0,0,1,wp_170_1,,
36013035600i3263,5.0,f,36013035600h341,1.0,36013035700s0,True,2085499,36013,0,18828,6,35600,13,3000.0,15.0,5.0,1.0,209450.0,1.0,4,1,,,
36013035600i3266,56.0,f,36013035600h1066,7.0,36013035700w14,True,2085502,36013,1,18127,1,35600,13,22000.0,20.0,1.0,1.0,22000.0,7.0,0,1,wp_175_1,,
36013035600i3268,72.0,m,36013035600h1454,10.0,36029007102w145,True,2085504,36013,1,18558,3,35600,13,202100.0,23.0,6.0,1.0,277900.0,10.0,0,1,,,
36013035600i3278,81.0,f,36013035600h55,0.0,36013036402w17,True,2085515,36013,1,19059,3,35600,13,48200.0,21.0,1.0,1.0,117010.0,0.0,0,1,,,
36013035600i3313,53.0,m,36013035600h310,0.0,36013035600w15,True,2085553,36013,1,18794,2,35600,13,28000.0,14.0,1.0,1.0,42000.0,0.0,0,1,wp_152_1,,
36013035600i3323,11.0,f,36013035600h355,1.0,36013035700s0,True,2085561,36013,0,18843,5,35600,13,0.0,13.0,2.0,1.0,240500.0,1.0,3,1,,"sc_2_('elementary',)",
36013035600i3331,17.0,f,36013035600h459,1.0,36013035600s1,True,2085569,36013,0,18958,4,35600,13,12000.0,11.0,2.0,2.0,182000.0,1.0,2,1,,"sc_16_('high',)",
36013035600i3333,53.0,m,36013035600h1370,10.0,36013035800w17,True,2085571,36013,1,18465,2,35600,13,38000.0,16.0,1.0,1.0,97500.0,10.0,0,1,wp_215_1,,
36013035600i3337,64.0,f,36013035600h74,0.0,36013035600h74,True,2085575,36013,0,19270,2,35600,13,130000.0,24.0,2.0,1.0,238700.0,0.0,0,1,wp_62_1,,
36013035600i3342,65.0,m,36013035600h125,0.0,36013035600h125,True,2085580,36013,0,18331,2,35600,13,30000.0,16.0,1.0,1.0,63000.0,0.0,0,1,wp_94_1,,
36013035600i3345,51.0,f,36013035600h261,0.0,36013036000w29,True,2085583,36013,1,18739,2,35600,13,50000.0,20.0,3.0,1.0,188000.0,0.0,0,1,wp_177_1,,
36013035600i3348,43.0,f,36013035600h1228,9.0,36013035600h1228,True,2085586,36013,0,18307,4,35600,13,30000.0,20.0,5.0,1.0,40750.0,9.0,3,1,wp_103_1,,
36013035600i3355,22.0,f,36013035600h1250,9.0,36013035600h1250,True,2085594,36013,0,18332,3,35600,13,6500.0,20.0,1.0,1.0,140500.0,9.0,2,1,wp_146_1,,
36013035600i3386,67.0,m,36013035600h854,5.0,36013035700w17,True,2085625,36013,1,19397,1,35600,13,10500.0,22.0,3.0,1.0,10500.0,5.0,0,1,,,
36013035600i3389,39.0,m,36013035600h109,0.0,36013030500w7,True,2085628,36013,1,18153,2,35600,13,36000.0,21.0,2.0,1.0,43520.0,0.0,0,1,wp_234_1,,
36013035600i3407,14.0,f,36013035600h1291,9.0,36013035600s0,True,2085649,36013,0,18377,2,35600,13,350.0,16.0,1.0,2.0,5750.0,9.0,1,1,,"sc_9_('middle',)",
36013035600i3417,52.0,m,36013035600h1403,10.0,36013035600h1403,True,2085660,36013,0,18502,3,35600,13,85000.0,16.0,1.0,1.0,179800.0,10.0,0,1,wp_133_1,,
36013035600i3427,75.0,m,36013035600h152,0.0,36013035600h152,True,2085671,36013,0,18618,2,35600,13,73300.0,18.0,1.0,1.0,206800.0,0.0,0,1,,,
36013035600i3429,2.0,m,36013035600h425,1.0,36013036000d0,True,2085673,36013,0,18921,5,35600,13,26600.0,19.0,2.0,1.0,72100.0,1.0,3,1,,,dc_2_1
36013035600i3439,4.0,f,36013035600h1269,9.0,36013035700d0,True,2085682,36013,0,18352,4,35600,13,4000.0,21.0,1.0,1.0,64100.0,9.0,3,1,,,dc_31_1
36013035700i3,20.0,m,36013035700h1290,10.0,36013030600w24,True,2088378,36013,1,19883,5,35700,13,40000.0,15.0,1.0,1.0,91000.0,10.0,0,1,wp_94_1,,
36013035700i27,88.0,m,36013035700h96,0.0,36013035700h96,True,2088079,36013,0,20913,2,35700,13,85000.0,21.0,3.0,1.0,106000.0,0.0,0,1,,,
36013035700i46,10.0,f,36013035700h395,1.0,36013035700s0,True,2088871,36013,0,20286,4,35700,13,0.0,14.0,1.0,1.0,145600.0,1.0,2,1,,"sc_4_('elementary',)",
36013035700i48,66.0,m,36013035700h851,6.0,36013035700h851,True,2088892,36013,0,20793,4,35700,13,79300.0,21.0,4.0,1.0,96300.0,6.0,3,1,,,
36013035700i49,13.0,m,36013035700h536,3.0,36013035600s0,True,2088901,36013,0,20443,3,35700,13,6000.0,18.0,1.0,1.0,24700.0,3.0,1,1,,"sc_10_('middle',)",
36013035700i85,65.0,m,36013035700h39,0.0,36013030600w24,True,2089252,36013,1,20280,2,35700,13,168400.0,23.0,2.0,1.0,173300.0,0.0,0,1,wp_209_1,,
36013035700i100,61.0,m,36013035700h323,1.0,36013035700h323,True,2086348,36013,0,20207,5,35700,13,8000.0,21.0,7.0,1.0,53000.0,1.0,3,1,wp_130_1,,
36013035700i114,83.0,f,36013035700h1301,10.0,36013035700h1301,True,2086490,36013,0,19896,4,35700,13,51700.0,21.0,2.0,1.0,111700.0,10.0,0,1,,,
36013035700i126,47.0,m,36013035700h373,1.0,36013035700h373,True,2086611,36013,0,20262,6,35700,13,372000.0,21.0,6.0,1.0,529300.0,1.0,3,1,wp_127_1,,
36013035700i137,32.0,f,36013035700h1268,10.0,36013030300w20,True,2086721,36013,1,19858,2,35700,13,12000.0,19.0,1.0,1.0,36000.0,10.0,0,1,wp_115_1,,
36013035700i154,27.0,m,36013035700h1290,10.0,36013035700h1290,True,2086893,36013,0,19883,5,35700,13,30200.0,16.0,1.0,1.0,91000.0,10.0,0,1,wp_56_1,,
36013035700i157,86.0,m,36013035700h1382,10.0,36013035700h1382,True,2086923,36013,0,19985,6,35700,13,44100.0,16.0,1.0,1.0,335600.0,10.0,0,1,,,
36013035700i158,70.0,f,36013035700h1050,8.0,36029009602w480,True,2086933,36013,1,19617,1,35700,13,63400.0,21.0,1.0,1.0,63400.0,8.0,0,1,,,
36013035700i178,4.0,m,36013035700h302,1.0,36013036000d0,True,2087139,36013,0,20184,5,35700,13,95600.0,22.0,1.0,1.0,278600.0,1.0,3,1,,,dc_4_1
